index,package_cycles,dram_cycles,package_ms,dram_ms
516,2055167,2071714,0.934166818,0.941688182
517,2219114,2409492,1.008688182,1.095223636
518,2204139,2196792,1.001881364,0.998541818
519,2129521,1963417,0.967964091,0.892462273
520,2259452,2450299,1.027023636,1.113772273
521,2219757,2179381,1.008980455,0.990627727
522,2247335,2149188,1.021515909,0.976903636
523,2191370,2071013,0.996077273,0.941369545
524,2290015,2152598,1.040915909,0.978453636
525,2041849,2233480,0.928113182,1.015218182
526,2238389,2363695,1.017449545,1.074406818
527,2209100,2240777,1.004136364,1.018535
528,2230518,2148201,1.013871818,0.976455
529,2200996,2268844,1.000452727,1.031292727
530,2226245,1958403,1.011929545,0.890183182
531,2177566,2474770,0.989802727,1.124895455
532,2211661,2207279,1.005300455,1.003308636
533,2169237,2152086,0.986016818,0.978220909
534,2255243,2157035,1.025110455,0.980470455
535,2198734,2160300,0.999424545,0.981954545
536,2224925,2121018,1.011329545,0.964099091
537,2256411,2407055,1.025641364,1.094115909
538,2187046,2123868,0.994111818,0.965394545
539,2131539,2268118,0.968881364,1.030962727
540,2164515,2149093,0.983870455,0.976860455
541,2174568,2232205,0.98844,1.014638636
542,2265439,2250531,1.029745,1.022968636
543,2202069,2275759,1.000940455,1.034435909
544,2223627,1980479,1.010739545,0.900217727
545,2136342,2415737,0.971064545,1.098062273
546,2332283,2021854,1.060128636,0.919024545
547,2106201,2317292,0.957364091,1.053314545
548,2165710,2146007,0.984413636,0.975457727
549,2321792,2171567,1.05536,0.987075909
550,2173509,2185125,0.987958636,0.993238636
551,2239300,2102311,1.017863636,0.955595909
552,1993988,2355690,0.906358182,1.070768182
553,2392320,2206488,1.087418182,1.002949091
554,2080138,2173248,0.945517273,0.98784
555,2371424,2256718,1.07792,1.025780909
556,2148502,2183935,0.976591818,0.992697727
557,2189428,2156856,0.995194545,0.980389091
558,2133444,2207495,0.969747273,1.003406818
559,2234287,2319716,1.015585,1.054416364
560,2106016,2046965,0.95728,0.930438636
561,2292409,2157636,1.042004091,0.980743636
562,2229085,2157699,1.013220455,0.980772273
563,2172107,2525449,0.987321364,1.147931364
564,2273019,1960715,1.033190455,0.891234091
565,2002458,2177979,0.910208182,0.989990455
566,2256560,2136476,1.025709091,0.971125455
567,2225566,2437588,1.011620909,1.107994545
568,2180788,2034991,0.991267273,0.924995909
569,2244689,2447235,1.020313182,1.112379545
570,2187292,1913038,0.994223636,0.869562727
571,2258841,2266221,1.026745909,1.030100455
572,2227235,2263964,1.012379545,1.029074545
573,2101792,2202370,0.95536,1.001077273
574,2245818,2204785,1.020826364,1.002175
575,2240364,2265782,1.018347273,1.029900909
576,2268504,2103315,1.031138182,0.956052273
577,2150905,2228998,0.977684091,1.013180909
578,2193160,2215327,0.996890909,1.006966818
579,2280860,2174792,1.036754545,0.988541818
580,2147874,2135712,0.976306364,0.970778182
581,2217187,2184139,1.007812273,0.992790455
582,2002595,2174686,0.910270455,0.988493636
583,2205550,2173655,1.002522727,0.988025
584,2232705,4599726,1.014865909,2.090784545
585,2218408,2168047,1.008367273,0.985475909
586,2217997,2181320,1.008180455,0.991509091
587,2247247,2173518,1.021475909,0.987962727
588,2184703,2441663,0.993046818,1.109846818
589,2205565,1964582,1.002529545,0.892991818
590,2179056,2275185,0.99048,1.034175
591,2195789,2184567,0.998085909,0.992985
592,2201329,2169591,1.000604091,0.986177727
593,2178855,2148833,0.990388636,0.976742273
594,2291705,2195654,1.041684091,0.998024545
595,2228021,2245463,1.012736818,1.020665
596,2097996,2195752,0.953634545,0.998069091
597,2366663,2198252,1.075755909,0.999205455
598,2082486,2224467,0.946584545,1.011121364
599,2292555,2255540,1.042070455,1.025245455
600,2091454,2023126,0.950660909,0.919602727
601,2206651,2252309,1.003023182,1.023776818
602,2349178,2208080,1.067808182,1.003672727
603,2033177,2187850,0.924171364,0.994477273
604,2279728,2112170,1.03624,0.960077273
605,2229589,2371345,1.013449545,1.077884091
606,2217976,2149443,1.008170909,0.977019545
607,2174101,2251410,0.988227727,1.023368182
608,2178622,2139969,0.990282727,0.972713182
609,2151354,2291232,0.977888182,1.041469091
610,2209313,2167373,1.004233182,0.985169545
611,2173330,2257063,0.987877273,1.025937727
612,2211986,2112917,1.005448182,0.960416818
613,2277398,2252257,1.035180909,1.023753182
614,2149409,2219496,0.977004091,1.008861818
615,2100013,2089044,0.954551364,0.949565455
616,2396234,2236827,1.089197273,1.016739545
617,2096910,2267629,0.953140909,1.030740455
618,2237388,2075917,1.016994545,0.943598636
619,2242756,2150526,1.019434545,0.977511818
620,2098502,2377997,0.953864545,1.080907727
621,2247217,2211546,1.021462273,1.005248182
622,2189194,2147792,0.995088182,0.976269091
623,2229529,2243972,1.013422273,1.019987273
624,2214629,2171752,1.006649545,0.98716
625,2168241,2130875,0.985564091,0.968579545
626,2191646,2308728,0.996202727,1.049421818
627,2366168,2200097,1.075530909,1.000044091
628,2070228,2189207,0.941012727,0.995094091
629,2188447,2089678,0.994748636,0.949853636
630,2284401,2243785,1.038364091,1.019902273
